<<<<<<< HEAD
COM,Comoros,Age Group,Q1. Age 15-17,Respondents aged 15-17,9.88,%
DEU,Germany,Age Group,Q1. Age 15-17,Respondents aged 15-17,3.09,%
EGY,Egypt,Age Group,Q1. Age 15-17,Respondents aged 15-17,5.95,%
FJI,Fiji,Age Group,Q1. Age 15-17,Respondents aged 15-17,7.4,%
GRC,Greece,Age Group,Q1. Age 15-17,Respondents aged 15-17,3.54,%
IDN,Indonesia,Age Group,Q1. Age 15-17,Respondents aged 15-17,6.6,%
IND,India,Age Group,Q1. Age 15-17,Respondents aged 15-17,7.1,%
JPN,Japan,Age Group,Q1. Age 15-17,Respondents aged 15-17,3.1,%
KGZ,Kyrgyzstan,Age Group,Q1. Age 15-17,Respondents aged 15-17,7.68,%
KOR,Republic of Korea,Age Group,Q1. Age 15-17,Respondents aged 15-17,2.9,%
NGA,Nigeria,Age Group,Q1. Age 15-17,Respondents aged 15-17,11.81,%
PAK,Pakistan,Age Group,Q1. Age 15-17,Respondents aged 15-17,10.35,%
RUS,Russian Federation,Age Group,Q1. Age 15-17,Respondents aged 15-17,0,%
TUN,Tunisia,Age Group,Q1. Age 15-17,Respondents aged 15-17,5.99,%
TUR,Türkiye,Age Group,Q1. Age 15-17,Respondents aged 15-17,5.5,%
USA,United States of America,Age Group,Q1. Age 15-17,Respondents aged 15-17,5.1,%
ZAF,South Africa,Age Group,Q1. Age 15-17,Respondents aged 15-17,6.8,%
AUS,Australia,Age Group,Q1. Age 18-35,Respondents aged 18-35,31.15,%
BGD,Bangladesh,Age Group,Q1. Age 18-35,Respondents aged 18-35,43.16,%
BRA,Brazil,Age Group,Q1. Age 18-35,Respondents aged 18-35,34.36,%
CHN,China,Age Group,Q1. Age 18-35,Respondents aged 18-35,28.3,%
COM,Comoros,Age Group,Q1. Age 18-35,Respondents aged 18-35,45.31,%
DEU,Germany,Age Group,Q1. Age 18-35,Respondents aged 18-35,23.87,%
EGY,Egypt,Age Group,Q1. Age 18-35,Respondents aged 18-35,43.79,%
FJI,Fiji,Age Group,Q1. Age 18-35,Respondents aged 18-35,39.5,%
GRC,Greece,Age Group,Q1. Age 18-35,Respondents aged 18-35,21.26,%
IDN,Indonesia,Age Group,Q1. Age 18-35,Respondents aged 18-35,37,%
IND,India,Age Group,Q1. Age 18-35,Respondents aged 18-35,41.3,%
JPN,Japan,Age Group,Q1. Age 18-35,Respondents aged 18-35,19.9,%
KGZ,Kyrgyzstan,Age Group,Q1. Age 18-35,Respondents aged 18-35,41.12,%
KOR,Republic of Korea,Age Group,Q1. Age 18-35,Respondents aged 18-35,25.4,%
NGA,Nigeria,Age Group,Q1. Age 18-35,Respondents aged 18-35,48.75,%
PAK,Pakistan,Age Group,Q1. Age 18-35,Respondents aged 18-35,47.06,%
RUS,Russian Federation,Age Group,Q1. Age 18-35,Respondents aged 18-35,26,%
TUN,Tunisia,Age Group,Q1. Age 18-35,Respondents aged 18-35,31.78,%
TUR,Türkiye,Age Group,Q1. Age 18-35,Respondents aged 18-35,35.3,%
USA,United States of America,Age Group,Q1. Age 18-35,Respondents aged 18-35,29.68,%
ZAF,South Africa,Age Group,Q1. Age 18-35,Respondents aged 18-35,42.45,%
AUS,Australia,Age Group,Q1. Age 36-59,Respondents aged 36-59,39.45,%
BGD,Bangladesh,Age Group,Q1. Age 36-59,Respondents aged 36-59,35.36,%
BRA,Brazil,Age Group,Q1. Age 36-59,Respondents aged 36-59,41.09,%
CHN,China,Age Group,Q1. Age 36-59,Respondents aged 36-59,44.1,%
COM,Comoros,Age Group,Q1. Age 36-59,Respondents aged 36-59,34.03,%
DEU,Germany,Age Group,Q1. Age 36-59,Respondents aged 36-59,37.96,%
EGY,Egypt,Age Group,Q1. Age 36-59,Respondents aged 36-59,38.84,%
FJI,Fiji,Age Group,Q1. Age 36-59,Respondents aged 36-59,38.9,%
GRC,Greece,Age Group,Q1. Age 36-59,Respondents aged 36-59,40.16,%
IDN,Indonesia,Age Group,Q1. Age 36-59,Respondents aged 36-59,41.5,%
IND,India,Age Group,Q1. Age 36-59,Respondents aged 36-59,37.6,%
JPN,Japan,Age Group,Q1. Age 36-59,Respondents aged 36-59,36.6,%
KGZ,Kyrgyzstan,Age Group,Q1. Age 36-59,Respondents aged 36-59,37.62,%
KOR,Republic of Korea,Age Group,Q1. Age 36-59,Respondents aged 36-59,41.9,%
NGA,Nigeria,Age Group,Q1. Age 36-59,Respondents aged 36-59,31.23,%
PAK,Pakistan,Age Group,Q1. Age 36-59,Respondents aged 36-59,32.04,%
RUS,Russian Federation,Age Group,Q1. Age 36-59,Respondents aged 36-59,43.5,%
TUN,Tunisia,Age Group,Q1. Age 36-59,Respondents aged 36-59,43.62,%
TUR,Türkiye,Age Group,Q1. Age 36-59,Respondents aged 36-59,40.7,%
USA,United States of America,Age Group,Q1. Age 36-59,Respondents aged 36-59,36.73,%
ZAF,South Africa,Age Group,Q1. Age 36-59,Respondents aged 36-59,37.34,%
AUS,Australia,Age Group,Q1. Age 60+,Respondents aged 60+,29.4,%
BGD,Bangladesh,Age Group,Q1. Age 60+,Respondents aged 60+,12.99,%
BRA,Brazil,Age Group,Q1. Age 60+,Respondents aged 60+,19.31,%
CHN,China,Age Group,Q1. Age 60+,Respondents aged 60+,23.4,%
COM,Comoros,Age Group,Q1. Age 60+,Respondents aged 60+,10.78,%
DEU,Germany,Age Group,Q1. Age 60+,Respondents aged 60+,35.07,%
EGY,Egypt,Age Group,Q1. Age 60+,Respondents aged 60+,11.43,%
FJI,Fiji,Age Group,Q1. Age 60+,Respondents aged 60+,14.2,%
GRC,Greece,Age Group,Q1. Age 60+,Respondents aged 60+,35.04,%
IDN,Indonesia,Age Group,Q1. Age 60+,Respondents aged 60+,14.9,%
IND,India,Age Group,Q1. Age 60+,Respondents aged 60+,14,%
JPN,Japan,Age Group,Q1. Age 60+,Respondents aged 60+,40.4,%
KGZ,Kyrgyzstan,Age Group,Q1. Age 60+,Respondents aged 60+,13.57,%
KOR,Republic of Korea,Age Group,Q1. Age 60+,Respondents aged 60+,29.8,%
NGA,Nigeria,Age Group,Q1. Age 60+,Respondents aged 60+,8.21,%
PAK,Pakistan,Age Group,Q1. Age 60+,Respondents aged 60+,10.55,%
RUS,Russian Federation,Age Group,Q1. Age 60+,Respondents aged 60+,30.5,%
TUN,Tunisia,Age Group,Q1. Age 60+,Respondents aged 60+,18.61,%
TUR,Türkiye,Age Group,Q1. Age 60+,Respondents aged 60+,18.5,%
USA,United States of America,Age Group,Q1. Age 60+,Respondents aged 60+,28.5,%
ZAF,South Africa,Age Group,Q1. Age 60+,Respondents aged 60+,13.4,%
AUS,Australia,Gender Group,Q2. Female,Female respondents,49.77,%
BGD,Bangladesh,Gender Group,Q2. Female,Female respondents,48.25,%
BRA,Brazil,Gender Group,Q2. Female,Female respondents,50.99,%
CHN,China,Gender Group,Q2. Female,Female respondents,49.5,%
COM,Comoros,Gender Group,Q2. Female,Female respondents,50,%
DEU,Germany,Gender Group,Q2. Female,Female respondents,50.9,%
EGY,Egypt,Gender Group,Q2. Female,Female respondents,50.18,%
FJI,Fiji,Gender Group,Q2. Female,Female respondents,50.8,%
GRC,Greece,Gender Group,Q2. Female,Female respondents,51.97,%
IDN,Indonesia,Gender Group,Q2. Female,Female respondents,50.2,%
IND,India,Gender Group,Q2. Female,Female respondents,48.6,%
JPN,Japan,Gender Group,Q2. Female,Female respondents,51.5,%
KGZ,Kyrgyzstan,Gender Group,Q2. Female,Female respondents,51.6,%
KOR,Republic of Korea,Gender Group,Q2. Female,Female respondents,50.3,%
NGA,Nigeria,Gender Group,Q2. Female,Female respondents,49.65,%
PAK,Pakistan,Gender Group,Q2. Female,Female respondents,49.15,%
RUS,Russian Federation,Gender Group,Q2. Female,Female respondents,53.7,%
TUN,Tunisia,Gender Group,Q2. Female,Female respondents,51.02,%
TUR,Türkiye,Gender Group,Q2. Female,Female respondents,50.4,%
USA,United States of America,Gender Group,Q2. Female,Female respondents,49.55,%
ZAF,South Africa,Gender Group,Q2. Female,Female respondents,52.11,%
AUS,Australia,Gender Group,Q2. Male,Male respondents,48.35,%
BGD,Bangladesh,Gender Group,Q2. Male,Male respondents,51.75,%
BRA,Brazil,Gender Group,Q2. Male,Male respondents,48.71,%
CHN,China,Gender Group,Q2. Male,Male respondents,50.5,%
COM,Comoros,Gender Group,Q2. Male,Male respondents,50,%
DEU,Germany,Gender Group,Q2. Male,Male respondents,48.84,%
EGY,Egypt,Gender Group,Q2. Male,Male respondents,49.82,%
FJI,Fiji,Gender Group,Q2. Male,Male respondents,49.2,%
GRC,Greece,Gender Group,Q2. Male,Male respondents,48.03,%
IDN,Indonesia,Gender Group,Q2. Male,Male respondents,49.8,%
IND,India,Gender Group,Q2. Male,Male respondents,51.4,%
JPN,Japan,Gender Group,Q2. Male,Male respondents,48.5,%
KGZ,Kyrgyzstan,Gender Group,Q2. Male,Male respondents,48.4,%
KOR,Republic of Korea,Gender Group,Q2. Male,Male respondents,49.7,%
NGA,Nigeria,Gender Group,Q2. Male,Male respondents,50.35,%
PAK,Pakistan,Gender Group,Q2. Male,Male respondents,50.75,%
RUS,Russian Federation,Gender Group,Q2. Male,Male respondents,46.3,%
TUN,Tunisia,Gender Group,Q2. Male,Male respondents,48.98,%
TUR,Türkiye,Gender Group,Q2. Male,Male respondents,49.6,%
USA,United States of America,Gender Group,Q2. Male,Male respondents,49.15,%
ZAF,South Africa,Gender Group,Q2. Male,Male respondents,47.69,%
AUS,Australia,Gender Group,Q2. Other,Other respondents,1.88,%
BGD,Bangladesh,Gender Group,Q2. Other,Other respondents,0,%
BRA,Brazil,Gender Group,Q2. Other,Other respondents,0.3,%
CHN,China,Gender Group,Q2. Other,Other respondents,0,%
COM,Comoros,Gender Group,Q2. Other,Other respondents,0,%
DEU,Germany,Gender Group,Q2. Other,Other respondents,0.26,%
EGY,Egypt,Gender Group,Q2. Other,Other respondents,0,%
FJI,Fiji,Gender Group,Q2. Other,Other respondents,0,%
GRC,Greece,Gender Group,Q2. Other,Other respondents,0,%
IDN,Indonesia,Gender Group,Q2. Other,Other respondents,0,%
IND,India,Gender Group,Q2. Other,Other respondents,0,%
JPN,Japan,Gender Group,Q2. Other,Other respondents,0,%
KGZ,Kyrgyzstan,Gender Group,Q2. Other,Other respondents,0,%
KOR,Republic of Korea,Gender Group,Q2. Other,Other respondents,0,%
NGA,Nigeria,Gender Group,Q2. Other,Other respondents,0,%
PAK,Pakistan,Gender Group,Q2. Other,Other respondents,0.1,%
RUS,Russian Federation,Gender Group,Q2. Other,Other respondents,0,%
TUN,Tunisia,Gender Group,Q2. Other,Other respondents,0,%
TUR,Türkiye,Gender Group,Q2. Other,Other respondents,0,%
USA,United States of America,Gender Group,Q2. Other,Other respondents,1.29,%
ZAF,South Africa,Gender Group,Q2. Other,Other respondents,0.19,%
AUS,Australia,Education Group,Q3. Primary or Less,Completed primary or less,7.19,%
BGD,Bangladesh,Education Group,Q3. Primary or Less,Completed primary or less,46.6,%
BRA,Brazil,Education Group,Q3. Primary or Less,Completed primary or less,41.87,%
CHN,China,Education Group,Q3. Primary or Less,Completed primary or less,21,%
COM,Comoros,Education Group,Q3. Primary or Less,Completed primary or less,51,%
DEU,Germany,Education Group,Q3. Primary or Less,Completed primary or less,10.51,%
EGY,Egypt,Education Group,Q3. Primary or Less,Completed primary or less,51.83,%
FJI,Fiji,Education Group,Q3. Primary or Less,Completed primary or less,36.2,%
GRC,Greece,Education Group,Q3. Primary or Less,Completed primary or less,10.2,%
IDN,Indonesia,Education Group,Q3. Primary or Less,Completed primary or less,36.3,%
IND,India,Education Group,Q3. Primary or Less,Completed primary or less,30.8,%
JPN,Japan,Education Group,Q3. Primary or Less,Completed primary or less,0.8,%
KGZ,Kyrgyzstan,Education Group,Q3. Primary or Less,Completed primary or less,10,%
KOR,Republic of Korea,Education Group,Q3. Primary or Less,Completed primary or less,20,%
NGA,Nigeria,Education Group,Q3. Primary or Less,Completed primary or less,42.5,%
PAK,Pakistan,Education Group,Q3. Primary or Less,Completed primary or less,61.24,%
RUS,Russian Federation,Education Group,Q3. Primary or Less,Completed primary or less,4.9,%
TUN,Tunisia,Education Group,Q3. Primary or Less,Completed primary or less,15,%
TUR,Türkiye,Education Group,Q3. Primary or Less,Completed primary or less,33.8,%
USA,United States of America,Education Group,Q3. Primary or Less,Completed primary or less,4.84,%
ZAF,South Africa,Education Group,Q3. Primary or Less,Completed primary or less,12.48,%
AUS,Australia,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,22.63,%
BGD,Bangladesh,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,25.3,%
BRA,Brazil,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,4.98,%
CHN,China,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,42,%
COM,Comoros,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,15,%
DEU,Germany,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,10.51,%
EGY,Egypt,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,20.85,%
FJI,Fiji,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,37.7,%
GRC,Greece,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,12.2,%
IDN,Indonesia,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,21.7,%
IND,India,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,24.9,%
JPN,Japan,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,11.2,%
KGZ,Kyrgyzstan,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,10,%
KOR,Republic of Korea,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,10,%
NGA,Nigeria,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,16,%
PAK,Pakistan,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,19.58,%
RUS,Russian Federation,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,4.9,%
TUN,Tunisia,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,17,%
TUR,Türkiye,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,24.1,%
USA,United States of America,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,4.84,%
ZAF,South Africa,Education Group,Q3. Some Secondary,Some secondary but not completed secondary,36.63,%
AUS,Australia,Education Group,Q3. Completed Secondary,Completed secondary,42.73,%
BGD,Bangladesh,Education Group,Q3. Completed Secondary,Completed secondary,21.1,%
BRA,Brazil,Education Group,Q3. Completed Secondary,Completed secondary,34,%
CHN,China,Education Group,Q3. Completed Secondary,Completed secondary,18,%
COM,Comoros,Education Group,Q3. Completed Secondary,Completed secondary,28,%
DEU,Germany,Education Group,Q3. Completed Secondary,Completed secondary,52.85,%
EGY,Egypt,Education Group,Q3. Completed Secondary,Completed secondary,16.29,%
FJI,Fiji,Education Group,Q3. Completed Secondary,Completed secondary,15.9,%
GRC,Greece,Education Group,Q3. Completed Secondary,Completed secondary,43.9,%
IDN,Indonesia,Education Group,Q3. Completed Secondary,Completed secondary,31.2,%
IND,India,Education Group,Q3. Completed Secondary,Completed secondary,28.8,%
JPN,Japan,Education Group,Q3. Completed Secondary,Completed secondary,51.4,%
KGZ,Kyrgyzstan,Education Group,Q3. Completed Secondary,Completed secondary,58,%
KOR,Republic of Korea,Education Group,Q3. Completed Secondary,Completed secondary,30,%
NGA,Nigeria,Education Group,Q3. Completed Secondary,Completed secondary,27.5,%
PAK,Pakistan,Education Group,Q3. Completed Secondary,Completed secondary,9.19,%
RUS,Russian Federation,Education Group,Q3. Completed Secondary,Completed secondary,62.5,%
TUN,Tunisia,Education Group,Q3. Completed Secondary,Completed secondary,37,%
TUR,Türkiye,Education Group,Q3. Completed Secondary,Completed secondary,23.4,%
USA,United States of America,Education Group,Q3. Completed Secondary,Completed secondary,55.68,%
ZAF,South Africa,Education Group,Q3. Completed Secondary,Completed secondary,32.94,%
AUS,Australia,Education Group,Q3. University or More,Completed university or more,27.45,%
BGD,Bangladesh,Education Group,Q3. University or More,Completed university or more,7,%
BRA,Brazil,Education Group,Q3. University or More,Completed university or more,19.14,%
CHN,China,Education Group,Q3. University or More,Completed university or more,19,%
COM,Comoros,Education Group,Q3. University or More,Completed university or more,6,%
DEU,Germany,Education Group,Q3. University or More,Completed university or more,26.13,%
EGY,Egypt,Education Group,Q3. University or More,Completed university or more,11.04,%
FJI,Fiji,Education Group,Q3. University or More,Completed university or more,10.2,%
GRC,Greece,Education Group,Q3. University or More,Completed university or more,33.7,%
IDN,Indonesia,Education Group,Q3. University or More,Completed university or more,10.8,%
IND,India,Education Group,Q3. University or More,Completed university or more,15.5,%
JPN,Japan,Education Group,Q3. University or More,Completed university or more,36.6,%
KGZ,Kyrgyzstan,Education Group,Q3. University or More,Completed university or more,22,%
KOR,Republic of Korea,Education Group,Q3. University or More,Completed university or more,40,%
NGA,Nigeria,Education Group,Q3. University or More,Completed university or more,14,%
PAK,Pakistan,Education Group,Q3. University or More,Completed university or more,9.99,%
RUS,Russian Federation,Education Group,Q3. University or More,Completed university or more,27.7,%
TUN,Tunisia,Education Group,Q3. University or More,Completed university or more,31,%
TUR,Türkiye,Education Group,Q3. University or More,Completed university or more,18.7,%
USA,United States of America,Education Group,Q3. University or More,Completed university or more,34.65,%
ZAF,South Africa,Education Group,Q3. University or More,Completed university or more,17.96,%
AUS,Australia,Occupation Group,Q4. Employed (Full-Time),Full-time employee,33.87,%
BGD,Bangladesh,Occupation Group,Q4. Employed (Full-Time),Full-time employee,21.84,%
BRA,Brazil,Occupation Group,Q4. Employed (Full-Time),Full-time employee,28.85,%
CHN,China,Occupation Group,Q4. Employed (Full-Time),Full-time employee,49.73,%
COM,Comoros,Occupation Group,Q4. Employed (Full-Time),Full-time employee,10.23,%
DEU,Germany,Occupation Group,Q4. Employed (Full-Time),Full-time employee,38.34,%
EGY,Egypt,Occupation Group,Q4. Employed (Full-Time),Full-time employee,7.35,%
FJI,Fiji,Occupation Group,Q4. Employed (Full-Time),Full-time employee,26.72,%
GRC,Greece,Occupation Group,Q4. Employed (Full-Time),Full-time employee,46.61,%
IDN,Indonesia,Occupation Group,Q4. Employed (Full-Time),Full-time employee,9.34,%
IND,India,Occupation Group,Q4. Employed (Full-Time),Full-time employee,21.96,%
JPN,Japan,Occupation Group,Q4. Employed (Full-Time),Full-time employee,37.76,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Employed (Full-Time),Full-time employee,18.86,%
KOR,Republic of Korea,Occupation Group,Q4. Employed (Full-Time),Full-time employee,41.45,%
NGA,Nigeria,Occupation Group,Q4. Employed (Full-Time),Full-time employee,13.36,%
PAK,Pakistan,Occupation Group,Q4. Employed (Full-Time),Full-time employee,15.65,%
RUS,Russian Federation,Occupation Group,Q4. Employed (Full-Time),Full-time employee,45.65,%
TUN,Tunisia,Occupation Group,Q4. Employed (Full-Time),Full-time employee,29.79,%
TUR,Türkiye,Occupation Group,Q4. Employed (Full-Time),Full-time employee,33.7,%
USA,United States of America,Occupation Group,Q4. Employed (Full-Time),Full-time employee,44.58,%
ZAF,South Africa,Occupation Group,Q4. Employed (Full-Time),Full-time employee,15.78,%
AUS,Australia,Occupation Group,Q4. Employed (Part-Time),Part-time employee,17.01,%
BGD,Bangladesh,Occupation Group,Q4. Employed (Part-Time),Part-time employee,6.3,%
BRA,Brazil,Occupation Group,Q4. Employed (Part-Time),Part-time employee,4.64,%
CHN,China,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.95,%
COM,Comoros,Occupation Group,Q4. Employed (Part-Time),Part-time employee,16.13,%
DEU,Germany,Occupation Group,Q4. Employed (Part-Time),Part-time employee,10.59,%
EGY,Egypt,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.28,%
FJI,Fiji,Occupation Group,Q4. Employed (Part-Time),Part-time employee,9.18,%
GRC,Greece,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.46,%
IDN,Indonesia,Occupation Group,Q4. Employed (Part-Time),Part-time employee,12.05,%
IND,India,Occupation Group,Q4. Employed (Part-Time),Part-time employee,8.48,%
JPN,Japan,Occupation Group,Q4. Employed (Part-Time),Part-time employee,6.78,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Employed (Part-Time),Part-time employee,7.63,%
KOR,Republic of Korea,Occupation Group,Q4. Employed (Part-Time),Part-time employee,7.47,%
NGA,Nigeria,Occupation Group,Q4. Employed (Part-Time),Part-time employee,6.15,%
PAK,Pakistan,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.21,%
RUS,Russian Federation,Occupation Group,Q4. Employed (Part-Time),Part-time employee,4.05,%
TUN,Tunisia,Occupation Group,Q4. Employed (Part-Time),Part-time employee,7.73,%
TUR,Türkiye,Occupation Group,Q4. Employed (Part-Time),Part-time employee,3.92,%
USA,United States of America,Occupation Group,Q4. Employed (Part-Time),Part-time employee,8.98,%
ZAF,South Africa,Occupation Group,Q4. Employed (Part-Time),Part-time employee,8.59,%
AUS,Australia,Occupation Group,Q4. Self-employed,Self-employed,25.52,%
BGD,Bangladesh,Occupation Group,Q4. Self-employed,Self-employed,1.84,%
BRA,Brazil,Occupation Group,Q4. Self-employed,Self-employed,12.84,%
CHN,China,Occupation Group,Q4. Self-employed,Self-employed,19.81,%
COM,Comoros,Occupation Group,Q4. Self-employed,Self-employed,1.66,%
DEU,Germany,Occupation Group,Q4. Self-employed,Self-employed,25.54,%
EGY,Egypt,Occupation Group,Q4. Self-employed,Self-employed,4.92,%
FJI,Fiji,Occupation Group,Q4. Self-employed,Self-employed,5.94,%
GRC,Greece,Occupation Group,Q4. Self-employed,Self-employed,15.97,%
IDN,Indonesia,Occupation Group,Q4. Self-employed,Self-employed,2.87,%
IND,India,Occupation Group,Q4. Self-employed,Self-employed,2.39,%
JPN,Japan,Occupation Group,Q4. Self-employed,Self-employed,17.3,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Self-employed,Self-employed,12.45,%
KOR,Republic of Korea,Occupation Group,Q4. Self-employed,Self-employed,0.79,%
NGA,Nigeria,Occupation Group,Q4. Self-employed,Self-employed,1.71,%
PAK,Pakistan,Occupation Group,Q4. Self-employed,Self-employed,1.38,%
RUS,Russian Federation,Occupation Group,Q4. Self-employed,Self-employed,27.79,%
TUN,Tunisia,Occupation Group,Q4. Self-employed,Self-employed,7.59,%
TUR,Türkiye,Occupation Group,Q4. Self-employed,Self-employed,15.44,%
USA,United States of America,Occupation Group,Q4. Self-employed,Self-employed,21.9,%
ZAF,South Africa,Occupation Group,Q4. Self-employed,Self-employed,8.27,%
AUS,Australia,Occupation Group,Q4. Unemployed,Unemployed,8.71,%
BGD,Bangladesh,Occupation Group,Q4. Unemployed,Unemployed,9.02,%
BRA,Brazil,Occupation Group,Q4. Unemployed,Unemployed,24.65,%
CHN,China,Occupation Group,Q4. Unemployed,Unemployed,1.81,%
COM,Comoros,Occupation Group,Q4. Unemployed,Unemployed,26.01,%
DEU,Germany,Occupation Group,Q4. Unemployed,Unemployed,5.55,%
EGY,Egypt,Occupation Group,Q4. Unemployed,Unemployed,25.66,%
FJI,Fiji,Occupation Group,Q4. Unemployed,Unemployed,10.42,%
GRC,Greece,Occupation Group,Q4. Unemployed,Unemployed,12.71,%
IDN,Indonesia,Occupation Group,Q4. Unemployed,Unemployed,30.84,%
IND,India,Occupation Group,Q4. Unemployed,Unemployed,15.18,%
JPN,Japan,Occupation Group,Q4. Unemployed,Unemployed,10.96,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Unemployed,Unemployed,17.51,%
KOR,Republic of Korea,Occupation Group,Q4. Unemployed,Unemployed,11.34,%
NGA,Nigeria,Occupation Group,Q4. Unemployed,Unemployed,46.27,%
PAK,Pakistan,Occupation Group,Q4. Unemployed,Unemployed,22.04,%
RUS,Russian Federation,Occupation Group,Q4. Unemployed,Unemployed,11.67,%
TUN,Tunisia,Occupation Group,Q4. Unemployed,Unemployed,14.25,%
TUR,Türkiye,Occupation Group,Q4. Unemployed,Unemployed,7,%
USA,United States of America,Occupation Group,Q4. Unemployed,Unemployed,6.22,%
ZAF,South Africa,Occupation Group,Q4. Unemployed,Unemployed,11.87,%
AUS,Australia,Occupation Group,Q4. Retired,Retired,3.69,%
BGD,Bangladesh,Occupation Group,Q4. Retired,Retired,14.15,%
BRA,Brazil,Occupation Group,Q4. Retired,Retired,8.43,%
CHN,China,Occupation Group,Q4. Retired,Retired,5.17,%
COM,Comoros,Occupation Group,Q4. Retired,Retired,11.4,%
DEU,Germany,Occupation Group,Q4. Retired,Retired,11.37,%
EGY,Egypt,Occupation Group,Q4. Retired,Retired,9.05,%
FJI,Fiji,Occupation Group,Q4. Retired,Retired,10.49,%
GRC,Greece,Occupation Group,Q4. Retired,Retired,5.12,%
IDN,Indonesia,Occupation Group,Q4. Retired,Retired,5,%
IND,India,Occupation Group,Q4. Retired,Retired,12.05,%
JPN,Japan,Occupation Group,Q4. Retired,Retired,10.79,%
KGZ,Kyrgyzstan,Occupation Group,Q4. Retired,Retired,13.28,%
KOR,Republic of Korea,Occupation Group,Q4. Retired,Retired,10.26,%
NGA,Nigeria,Occupation Group,Q4. Retired,Retired,17.39,%
PAK,Pakistan,Occupation Group,Q4. Retired,Retired,11.32,%
RUS,Russian Federation,Occupation Group,Q4. Retired,Retired,1.86,%
